Postcode,Postcode Latitude,Postcode Longtitude,Venue,Venue Category,Venue Latitude,Venue Longitude
M1B,43.8066863,-79.19435340000003,Wendy's,Fast Food Restaurant,43.80744841934756,-79.19905558052072
M1C,43.7845351,-79.16049709999999,Royal Canadian Legion,Bar,43.78253332838298,-79.16308473261682
M1C,43.7845351,-79.16049709999999,Scarborough Historical Society,History Museum,43.78875526434558,-79.162437915802
M1E,43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,Pizza Place,43.76769708292701,-79.1899135003439
M1E,43.7635726,-79.1887115,G & G Electronics,Electronics Store,43.765309,-79.191537
M1E,43.7635726,-79.1887115,Marina Spa,Spa,43.766,-79.191
M1E,43.7635726,-79.1887115,Big Bite Burrito,Mexican Restaurant,43.766299084470795,-79.19071980583941
M1E,43.7635726,-79.1887115,Enterprise Rent-A-Car,Rental Car Location,43.7640757,-79.1934057
M1E,43.7635726,-79.1887115,Woburn Medical Centre,Medical Center,43.766631153138455,-79.19228553771973
M1E,43.7635726,-79.1887115,Eggsmart,Breakfast Spot,43.7678,-79.190466
M1G,43.7709921,-79.21691740000001,Starbucks,Coffee Shop,43.770037201625215,-79.22115586641958
M1G,43.7709921,-79.21691740000001,Tim Hortons,Coffee Shop,43.7708270725628,-79.22307810384153
M1G,43.7709921,-79.21691740000001,Korean Grill House,Korean Restaurant,43.7708117291354,-79.21450208834013
M1H,43.773136,-79.23947609999998,Federick Restaurant,Hakka Restaurant,43.77469659057996,-79.24114242818267
M1H,43.773136,-79.23947609999998,Drupati's Roti & Doubles,Caribbean Restaurant,43.775222138791534,-79.24167761001029
M1H,43.773136,-79.23947609999998,Centennial Recreation Centre,Athletics & Sports,43.77459330890341,-79.23649962433035
M1H,43.773136,-79.23947609999998,Thai One On,Thai Restaurant,43.77446763641413,-79.24126833717742
M1H,43.773136,-79.23947609999998,TD Canada Trust,Bank,43.77495189482367,-79.24134314060211
M1H,43.773136,-79.23947609999998,B&A Bakery,Bakery,43.77439074389114,-79.24387684648542
M1H,43.773136,-79.23947609999998,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.7759298356196,-79.23532833470263
M1J,43.7447342,-79.23947609999998,McCowan Park,Playground,43.74508851212816,-79.239335687338
M1J,43.7447342,-79.23947609999998,True Discount Convenience Store,Convenience Store,43.74385420196717,-79.24464963318577
M1K,43.7279292,-79.26202940000002,Giant Tiger,Department Store,43.72744662939136,-79.26624035854763
M1K,43.7279292,-79.26202940000002,Tim Hortons,Coffee Shop,43.72689508691926,-79.26615692675114
M1K,43.7279292,-79.26202940000002,Hakka No.1,Chinese Restaurant,43.72768846107342,-79.26605655631751
M1K,43.7279292,-79.26202940000002,Dollarama,Discount Store,43.72690439744201,-79.26588589287013
M1K,43.7279292,-79.26202940000002,Dollarama,Discount Store,43.72659620252377,-79.26682995710473
M1K,43.7279292,-79.26202940000002,Kennedy Station Passenger Pickup,Bus Station,43.73200926072711,-79.26453709017373
M1L,43.7111117,-79.2845772,Dairy Queen,Fast Food Restaurant,43.71037770465013,-79.29070115089417
M1L,43.7111117,-79.2845772,Warden Ave & St. Clair Ave E,Intersection,43.71205669347002,-79.28100496530533
M1L,43.7111117,-79.2845772,TTC Bus #68 Warden,Bus Line,43.71177810997778,-79.27971412913774
M1L,43.7111117,-79.2845772,Warden Subway Station,Metro Station,43.71122905571982,-79.27960224480387
M1L,43.7111117,-79.2845772,TTC Bus 102 Markham Road,Bus Line,43.711381420906115,-79.27958752636661
M1L,43.7111117,-79.2845772,Warden Station Bus Loop,Bus Station,43.71124084776515,-79.27957605867647
M1L,43.7111117,-79.2845772,Bakery On The Go,Bakery,43.711270905205765,-79.27950587661704
M1L,43.7111117,-79.2845772,Cafe on the go,Bakery,43.71115104374148,-79.27946923512921
M1L,43.7111117,-79.2845772,Warden Woods Park,Park,43.71052711027375,-79.27896551895955
M1L,43.7111117,-79.2845772,Clairlea Futbol Centre,Soccer Field,43.71523429184505,-79.28650639185544
M1M,43.716316,-79.23947609999998,Have A Nap Motel,Motel,43.718256,-79.240135
M1M,43.716316,-79.23947609999998,Jenns Den,Movie Theater,43.71838202909779,-79.2385041515183
M1M,43.716316,-79.23947609999998,Vincent's Spot,American Restaurant,43.71700152544261,-79.24235338465942
M1N,43.692657,-79.2648481,The Birchcliff,Café,43.69166644406541,-79.26453158481682
M1N,43.692657,-79.2648481,Birchmount Community Centre,General Entertainment,43.69517507509799,-79.26216087070237
M1N,43.692657,-79.2648481,Scarborough Gardens,Skating Rink,43.6946465192162,-79.26223031725522
M1N,43.692657,-79.2648481,Birchmount Stadium,College Stadium,43.695322867712626,-79.26129341125488
M1P,43.7574096,-79.27330400000002,Kim Kim restaurant,Chinese Restaurant,43.75383283792732,-79.27661122245037
M1P,43.7574096,-79.27330400000002,Kairali,Indian Restaurant,43.75476837158203,-79.2771987915039
M1P,43.7574096,-79.27330400000002,Karaikudi Chettinad South Indian Restaurant,Indian Restaurant,43.756041539453136,-79.27627591942013
M1P,43.7574096,-79.27330400000002,Pho Vietnam,Vietnamese Restaurant,43.757770305647185,-79.27857193068989
M1P,43.7574096,-79.27330400000002,Big Al's Pet Supercentre,Pet Store,43.75927894411595,-79.27832544749343
M1P,43.7574096,-79.27330400000002,El Pulgarcito,Latin American Restaurant,43.754789900822274,-79.2770639581697
M1P,43.7574096,-79.27330400000002,Mill St. Brewery,Brewery,43.759471599836886,-79.27112102508545
M1P,43.7574096,-79.27330400000002,Blinds To Go,Furniture / Home Store,43.757146885289295,-79.27807331085205
M1P,43.7574096,-79.27330400000002,Omescape Scarborough,Gaming Cafe,43.754158,-79.27623
M1R,43.7500715,-79.2958491,Wexford Restaurant,Breakfast Spot,43.7460300445972,-79.29384330907153
M1R,43.7500715,-79.2958491,Subway,Sandwich Place,43.746007572548756,-79.29323762088987
M1R,43.7500715,-79.2958491,Lebanese bakery,Middle Eastern Restaurant,43.74670137305754,-79.29289639281615
M1R,43.7500715,-79.2958491,Frank's Smoke Shop,Smoke Shop,43.74589,-79.29494
M1R,43.7500715,-79.2958491,Scarborough Garage Door Repair,Auto Garage,43.75128820404063,-79.30150777101517
M1R,43.7500715,-79.2958491,Crown Pastries,Bakery,43.746098,-79.293142
M1S,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,Breakfast Spot,43.79237001092506,-79.26020325805978
M1S,43.7942003,-79.26202940000002,Subway,Sandwich Place,43.792823261905156,-79.2596812397533
M1S,43.7942003,-79.26202940000002,Twilight,Lounge,43.791999483291015,-79.25858447143591
M1S,43.7942003,-79.26202940000002,Mark's,Clothing Store,43.791178865505806,-79.25971427359902
M1T,43.7816375,-79.3043021,Remezzo Italian Bistro,Italian Restaurant,43.778649,-79.308264
M1T,43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,Chinese Restaurant,43.78050473445372,-79.29884391314476
M1T,43.7816375,-79.3043021,Eight Noodles,Noodle House,43.77823412485005,-79.30829897588661
M1T,43.7816375,-79.3043021,Kub Khao,Thai Restaurant,43.780437780734204,-79.2998370364667
M1T,43.7816375,-79.3043021,Little Caesars,Pizza Place,43.78056271894292,-79.2986242771319
M1T,43.7816375,-79.3043021,Popeyes,Fried Chicken Joint,43.780476,-79.29846
M1T,43.7816375,-79.3043021,KFC,Fast Food Restaurant,43.77943993243305,-79.30337149356963
M1T,43.7816375,-79.3043021,Enterprise Rent-A-Car,Rental Car Location,43.77937,-79.30653
M1T,43.7816375,-79.3043021,Gusto Pizza,Pizza Place,43.78360724036883,-79.29898327417831
M1T,43.7816375,-79.3043021,Rexall,Pharmacy,43.78073190083844,-79.2982568317862
M1V,43.8152522,-79.2845772,Port Royal Park,Park,43.815477,-79.289773
M1V,43.8152522,-79.2845772,Milliken Public School Playground,Playground,43.81538282984429,-79.2898673242174
M1W,43.79952520000001,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,Chinese Restaurant,43.798878792587615,-79.3183345011537
M1W,43.79952520000001,-79.3183887,Phoenix Restaurant 金鳳餐廳,Chinese Restaurant,43.79819775434163,-79.31843152382791
M1W,43.79952520000001,-79.3183887,Price Chopper,Grocery Store,43.799444969304986,-79.3185634598668
M1W,43.79952520000001,-79.3183887,Subway,Sandwich Place,43.798982701368914,-79.31883822486604
M1W,43.79952520000001,-79.3183887,Tim Hortons,Coffee Shop,43.7982809835749,-79.31831717491156
M1W,43.79952520000001,-79.3183887,Shoppers Drug Mart,Pharmacy,43.79967023212875,-79.31931541731906
M1W,43.79952520000001,-79.3183887,KFC,Fast Food Restaurant,43.7989384013184,-79.31885368338149
M1W,43.79952520000001,-79.3183887,McDonald's,Fast Food Restaurant,43.79888016781628,-79.31872352564541
M1W,43.79952520000001,-79.3183887,Eggsmart,Breakfast Spot,43.796375,-79.318681
M1W,43.79952520000001,-79.3183887,Pizza Pizza,Pizza Place,43.79790927666095,-79.31811332702635
M1W,43.79952520000001,-79.3183887,Rogers Plus,Electronics Store,43.79891100560725,-79.31827661522881
M1W,43.79952520000001,-79.3183887,Olives,American Restaurant,43.79854980026818,-79.31852630437791
M1W,43.79952520000001,-79.3183887,Ocean Nails Spa,Nail Salon,43.79529,-79.320101
M2H,43.8037622,-79.3634517,Eagle's Nest Golf Club,Golf Course,43.805454826002794,-79.36418592243415
M2H,43.8037622,-79.3634517,AY Jackson Pool,Pool,43.804515413699576,-79.36613821581467
M2H,43.8037622,-79.3634517,Villa Madina,Mediterranean Restaurant,43.80168506227364,-79.36393844569061
M2H,43.8037622,-79.3634517,Duncan Creek Park,Dog Run,43.80553928816196,-79.36069456944033
M2H,43.8037622,-79.3634517,A.Y. Jackson Secondary School Track,Athletics & Sports,43.80506848683886,-79.36667715153746
M2J,43.7785175,-79.3465557,The LEGO Store,Toy / Game Store,43.77820727238842,-79.34348299621146
M2J,43.7785175,-79.3465557,CF Fairview Mall,Shopping Mall,43.777803453429044,-79.34422617863866
M2J,43.7785175,-79.3465557,Shoppers Drug Mart,Pharmacy,43.77887797856986,-79.34469666026429
M2J,43.7785175,-79.3465557,Michel's Baguette,Bakery,43.77708227220403,-79.34455653003414
M2J,43.7785175,-79.3465557,SilverCity Fairview Mall Cinemas,Movie Theater,43.77868093228815,-79.3440850072426
M2J,43.7785175,-79.3465557,Apple Fairview,Electronics Store,43.7779146,-79.343561
M2J,43.7785175,-79.3465557,Hero Certified Burgers,Burger Joint,43.7772948385197,-79.34458372068603
M2J,43.7785175,-79.3465557,DAVIDsTEA,Tea Room,43.77754451824154,-79.34526267457191
M2J,43.7785175,-79.3465557,Purdys Chocolatier,Candy Store,43.778098701639394,-79.34385251241302
M2J,43.7785175,-79.3465557,Moxie's Classic Grill,American Restaurant,43.777778810576905,-79.34318499889385
M2J,43.7785175,-79.3465557,Aroma Espresso Bar,Coffee Shop,43.777700197902725,-79.34465166972005
M2J,43.7785175,-79.3465557,New York Fries,Fast Food Restaurant,43.77829829945936,-79.34326735202254
M2J,43.7785175,-79.3465557,The Bay,Department Store,43.777830351654046,-79.34304327486974
M2J,43.7785175,-79.3465557,Booster Juice,Smoothie Shop,43.77742786,-79.3449699
M2J,43.7785175,-79.3465557,De Berardini's,Salon / Barbershop,43.77806925637981,-79.34264197549473
M2J,43.7785175,-79.3465557,Fairview Library Theatre,Theater,43.779018057023805,-79.34652599431665
M2J,43.7785175,-79.3465557,Ten Ren's Tea Time,Juice Bar,43.777158444629066,-79.34453087278449
M2J,43.7785175,-79.3465557,J.Crew,Clothing Store,43.7779417,-79.3451178
M2J,43.7785175,-79.3465557,H&M,Clothing Store,43.77754859086118,-79.34560423018411
M2J,43.7785175,-79.3465557,TD Canada Trust,Bank,43.777763,-79.345974
M2J,43.7785175,-79.3465557,Starbucks,Coffee Shop,43.778286847314284,-79.34333091159938
M2J,43.7785175,-79.3465557,Heart Sushi,Japanese Restaurant,43.777203,-79.343805
M2J,43.7785175,-79.3465557,Zara,Clothing Store,43.777961241763556,-79.34469070057258
M2J,43.7785175,-79.3465557,Old Navy,Clothing Store,43.777717,-79.344749
M2J,43.7785175,-79.3465557,LCBO,Liquor Store,43.77895496200283,-79.34504796258686
M2J,43.7785175,-79.3465557,Fairview Mall Food Garden,Food Court,43.77836930887007,-79.34321606591291
M2J,43.7785175,-79.3465557,Thai Express,Restaurant,43.77744187801327,-79.3463604095086
M2J,43.7785175,-79.3465557,Hollister Co.,Clothing Store,43.778088689883695,-79.34370423838938
M2J,43.7785175,-79.3465557,EB Games,Video Game Store,43.7781866230844,-79.3433096596408
M2J,43.7785175,-79.3465557,Tim Hortons,Coffee Shop,43.77524918178477,-79.34773966670036
M2J,43.7785175,-79.3465557,KFC,Fast Food Restaurant,43.77827218538913,-79.34331697645614
M2J,43.7785175,-79.3465557,SEPHORA,Cosmetics Shop,43.778348,-79.343687
M2J,43.7785175,-79.3465557,Z•teca,Burrito Place,43.777216678163484,-79.3444011179068
M2J,43.7785175,-79.3465557,Tim Hortons,Coffee Shop,43.77496545188454,-79.34628456830978
M2J,43.7785175,-79.3465557,Tommy Hilfiger Company Store,Clothing Store,43.77742747193735,-79.34589327979445
M2J,43.7785175,-79.3465557,Sport Chek,Sporting Goods Shop,43.777760996766865,-79.34315772052062
M2J,43.7785175,-79.3465557,Spring Rolls,Asian Restaurant,43.777350695180374,-79.34397727347279
M2J,43.7785175,-79.3465557,Bourbon St. Grill,Fast Food Restaurant,43.77827649168577,-79.34324149162853
M2J,43.7785175,-79.3465557,St. Louis Bar and Grill,Wings Joint,43.777081295346356,-79.3449062809075
M2J,43.7785175,-79.3465557,McDonald's,Fast Food Restaurant,43.77825590971608,-79.34329331953681
M2J,43.7785175,-79.3465557,Druxy's Famous Deli,Deli / Bodega,43.77878702526164,-79.34444702976553
M2J,43.7785175,-79.3465557,Garage Clothing,Clothing Store,43.77695171853015,-79.34700906250485
M2J,43.7785175,-79.3465557,Villa Madina,Restaurant,43.77868602281936,-79.34416903286618
M2J,43.7785175,-79.3465557,Yogen Früz,Frozen Yogurt Shop,43.77750779331186,-79.34579440302001
M2J,43.7785175,-79.3465557,BCBG Max Azria,Boutique,43.77696607091188,-79.34701924857568
M2J,43.7785175,-79.3465557,GNC Live Well,Supplement Shop,43.77843789497575,-79.344162940979
M2J,43.7785175,-79.3465557,Ardene,Women's Store,43.77688620262047,-79.34717998514216
M2J,43.7785175,-79.3465557,Gateway Newstand (Fairview),Convenience Store,43.77837592341407,-79.34480667114258
M2J,43.7785175,-79.3465557,Bench,Clothing Store,43.7781356356903,-79.34382462972395
M2J,43.7785175,-79.3465557,M for Mendocino,Women's Store,43.77811100670556,-79.34365960911909
M2J,43.7785175,-79.3465557,Bath & Body Works,Cosmetics Shop,43.77817868580216,-79.3435849496518
M2J,43.7785175,-79.3465557,Bentley,Luggage Store,43.77824084141985,-79.34353859382264
M2J,43.7785175,-79.3465557,Forever XXI,Clothing Store,43.778289762312255,-79.34330244159452
M2J,43.7785175,-79.3465557,Aéropostale,Clothing Store,43.77828083022019,-79.34342473513604
M2J,43.7785175,-79.3465557,Jimmy The Greek,Greek Restaurant,43.77824451598338,-79.34332200351092
M2J,43.7785175,-79.3465557,Grill It Up,Food Court,43.77826768921672,-79.34330442089535
M2J,43.7785175,-79.3465557,Manchu Wok,Chinese Restaurant,43.77822514623288,-79.34330206344342
M2J,43.7785175,-79.3465557,Lids,Accessories Store,43.77810515,-79.343282
M2J,43.7785175,-79.3465557,Mr Sub,Sandwich Place,43.77825560280745,-79.34325028086052
M2J,43.7785175,-79.3465557,Laura Secord,Dessert Shop,43.7782285533859,-79.34321768453563
M2J,43.7785175,-79.3465557,Don Mills Subway Station,Metro Station,43.775501921683805,-79.3465930223465
M2J,43.7785175,-79.3465557,Fit For Life,Fast Food Restaurant,43.77935234078756,-79.35056822110249
M2J,43.7785175,-79.3465557,Oriole Park,Baseball Field,43.78081676843454,-79.35132725701995
M2J,43.7785175,-79.3465557,Michel's Baguette,Bakery,43.77432584600824,-79.34668494032192
M2K,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,Chinese Restaurant,43.78791448422642,-79.38123404311649
M2K,43.7869473,-79.385975,Maxim's Cafe and Patisserie,Café,43.78786337669778,-79.38075094208715
M2K,43.7869473,-79.385975,TD Canada Trust,Bank,43.7880740139986,-79.38036672770977
M2K,43.7869473,-79.385975,Kaga Sushi,Japanese Restaurant,43.78775840092113,-79.38108976991016
M2L,43.7574902,-79.37471409999998,Windfields Cafeteria,Cafeteria,43.755862,-79.370649
M2N,43.7701199,-79.40849279999998,The Keg,Steakhouse,43.7665789176648,-79.41213141222555
M2N,43.7701199,-79.40849279999998,Konjiki Ramen,Ramen Restaurant,43.76699771023422,-79.41222209328754
M2N,43.7701199,-79.40849279999998,Starbucks,Coffee Shop,43.7681923488525,-79.41302061080933
M2N,43.7701199,-79.40849279999998,Saryo,Café,43.76693,-79.41206
M2N,43.7701199,-79.40849279999998,Loblaws,Grocery Store,43.768648243223105,-79.41259737496199
M2N,43.7701199,-79.40849279999998,Cineplex Cinemas Empress Walk,Movie Theater,43.76862539839479,-79.41261307104753
M2N,43.7701199,-79.40849279999998,Satay Sate,Indonesian Restaurant,43.76669,-79.4121
M2N,43.7701199,-79.40849279999998,Aroma Espresso Bar,Café,43.76944882099181,-79.41308107735675
M2N,43.7701199,-79.40849279999998,Mel Lastman Square,Plaza,43.76770145783431,-79.41297541544051
M2N,43.7701199,-79.40849279999998,Wako Sushi + Bar,Japanese Restaurant,43.77080606720809,-79.41313811956255
M2N,43.7701199,-79.40849279999998,Jack Astor's Bar & Grill,Restaurant,43.76709662310871,-79.41226301488
M2N,43.7701199,-79.40849279999998,Michaels,Arts & Crafts Store,43.76724487394571,-79.41197372883607
M2N,43.7701199,-79.40849279999998,PetSmart,Pet Store,43.769139,-79.412522
M2N,43.7701199,-79.40849279999998,Starbucks,Coffee Shop,43.768627,-79.4131
M2N,43.7701199,-79.40849279999998,Wendy's,Fast Food Restaurant,43.76846127243853,-79.4123771060805
M2N,43.7701199,-79.40849279999998,KINTON RAMEN,Ramen Restaurant,43.76968375926793,-79.41304877291766
M2N,43.7701199,-79.40849279999998,Aura,Lounge,43.766012799364795,-79.41081286441447
M2N,43.7701199,-79.40849279999998,Pho 88 Vietnamese Cuisine,Vietnamese Restaurant,43.77045596393368,-79.41306424537943
M2N,43.7701199,-79.40849279999998,Ajisen Ramen 味千ラーメン,Ramen Restaurant,43.771444,-79.413139
M2N,43.7701199,-79.40849279999998,Empress Walk,Shopping Mall,43.768540252857974,-79.4126707082784
M2N,43.7701199,-79.40849279999998,Symposium Cafe Restaurant & Lounge,Restaurant,43.77107544003332,-79.41339624610163
M2N,43.7701199,-79.40849279999998,Subway,Sandwich Place,43.768175813865255,-79.41367417969296
M2N,43.7701199,-79.40849279999998,Dairy Queen (Treat),Ice Cream Shop,43.76701557770687,-79.4120009150447
M2N,43.7701199,-79.40849279999998,Aburi Room,Sushi Restaurant,43.769197,-79.414039
M2N,43.7701199,-79.40849279999998,Best Buy,Electronics Store,43.76811518063931,-79.4126082683499
M2N,43.7701199,-79.40849279999998,Ten Ren's Tea Time 喫茶新饌,Bubble Tea Shop,43.769574852327395,-79.41259669370922
M2N,43.7701199,-79.40849279999998,Dollarama,Discount Store,43.76857990194044,-79.41258130650297
M2N,43.7701199,-79.40849279999998,Shawarma Max,Middle Eastern Restaurant,43.76601170897119,-79.41084443679077
M2N,43.7701199,-79.40849279999998,Subway,Sandwich Place,43.77140090446779,-79.41345717293876
M2N,43.7701199,-79.40849279999998,Boston Pizza,Pizza Place,43.76966566980136,-79.41305666054794
M2N,43.7701199,-79.40849279999998,Freshslice Pizza,Pizza Place,43.771353408025305,-79.4134865956423
M2N,43.7701199,-79.40849279999998,Shoppers Drug Mart,Pharmacy,43.766007070895164,-79.41081923680855
M2N,43.7701199,-79.40849279999998,Novotel Toronto North York,Hotel,43.76872304736466,-79.41425730725825
M2P,43.7527583,-79.4000493,TD Canada Trust Branch and ATM,Bank,43.7509235,-79.4010039
M2P,43.7527583,-79.4000493,Tournament Park,Park,43.75125720420175,-79.39971685409546
M2R,43.7827364,-79.4422593,Tov-Li,Pizza Place,43.78421369713337,-79.44609771646198
M2R,43.7827364,-79.4422593,Shoppers Drug Mart,Pharmacy,43.78324549981555,-79.44634852124699
M2R,43.7827364,-79.4422593,Tim Hortons,Coffee Shop,43.7809395,-79.4442308
M2R,43.7827364,-79.4422593,Price Chopper,Grocery Store,43.783237418498096,-79.44633923214607
M3A,43.7532586,-79.3296565,Brookbanks Park,Park,43.751976046055574,-79.33214044722958
M3A,43.7532586,-79.3296565,KFC,Fast Food Restaurant,43.75438666345904,-79.3330206627504
M3A,43.7532586,-79.3296565,Variety Store,Food & Drink Shop,43.75197441585782,-79.33311418516017
M3A,43.7532586,-79.3296565,TTC stop - 44 Valley Woods,Bus Stop,43.75540238129278,-79.33374133300899
M3B,43.7459058,-79.352188,LA Fitness,Gym / Fitness Center,43.74766522888878,-79.34707696065234
M3B,43.7459058,-79.352188,Island Foods,Caribbean Restaurant,43.745866073988985,-79.34603533317939
M3B,43.7459058,-79.352188,Baretto Caffé,Café,43.74445646349851,-79.34645978471785
M3B,43.7459058,-79.352188,Gonoe Sushi,Japanese Restaurant,43.74573681959921,-79.34599119916211
M3B,43.7459058,-79.352188,Bond Park,Baseball Field,43.74537356928136,-79.35124509707558
M3B,43.7459058,-79.352188,Elite Camps,Basketball Court,43.745053,-79.354296
M3C,43.72589970000001,-79.340923,Oomomo,Discount Store,43.72642908913988,-79.34328336099873
M3C,43.72589970000001,-79.340923,Sorento Restaurant,Italian Restaurant,43.72657509457231,-79.34198930569546
M3C,43.72589970000001,-79.340923,Fitness Connection,Gym,43.72747286430573,-79.34170684305083
M3C,43.72589970000001,-79.340923,Tilley Endurables,Clothing Store,43.72686268598594,-79.34261447181842
M3C,43.72589970000001,-79.340923,Swiss Chalet Rotisserie & Grill,Restaurant,43.7267367878352,-79.34140272120312
M3C,43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,General Entertainment,43.726429,-79.334971
M3C,43.72589970000001,-79.340923,Skiis and Biikes,Bike Shop,43.726350918006425,-79.34297712786963
M3C,43.72589970000001,-79.340923,Memories of Japan,Japanese Restaurant,43.72734746849249,-79.34136445237439
M3C,43.72589970000001,-79.340923,The Beer Store,Beer Store,43.7269871,-79.3414943
M3C,43.72589970000001,-79.340923,Genghis Khan Mongolian Grill,Asian Restaurant,43.7269059862849,-79.34121626053623
M3C,43.72589970000001,-79.340923,Asian Legend,Dim Sum Restaurant,43.7265905030894,-79.34218786843495
M3C,43.72589970000001,-79.340923,Just Hockey Source For Sports,Sporting Goods Shop,43.72709513128194,-79.34259061584578
M3C,43.72589970000001,-79.340923,Real Canadian Superstore,Grocery Store,43.722313107043625,-79.3376048086347
M3C,43.72589970000001,-79.340923,Tim Hortons,Coffee Shop,43.72289725323043,-79.33911703526974
M3C,43.72589970000001,-79.340923,The Beer Store,Beer Store,43.7227042,-79.3375083
M3C,43.72589970000001,-79.340923,Congee Star 帝王名粥,Chinese Restaurant,43.72658622416194,-79.34183343111253
M3C,43.72589970000001,-79.340923,GoodLife Fitness,Gym,43.72221859187012,-79.33768914023501
M3C,43.72589970000001,-79.340923,Pho 88 發發餐廳,Asian Restaurant,43.72664201962024,-79.3423446449432
M3C,43.72589970000001,-79.340923,Harvey's,Fast Food Restaurant,43.726618141963044,-79.34099700109225
M3C,43.72589970000001,-79.340923,Subway,Sandwich Place,43.72432189860479,-79.33685838010095
M3C,43.72589970000001,-79.340923,Delimark Cafe,Coffee Shop,43.72753609649164,-79.33954737355866
M3C,43.72589970000001,-79.340923,Barber Greene Square,Shopping Mall,43.72765419328632,-79.3408102071437
M3H,43.7543283,-79.4422593,Wolfie's Deli,Deli / Bodega,43.754875481443555,-79.44243785404784
M3H,43.7543283,-79.4422593,Bagel Plus,Restaurant,43.75539484400371,-79.4406859789969
M3H,43.7543283,-79.4422593,Best for Bride in Toronto,Bridal Shop,43.75571979646036,-79.43788253603987
M3H,43.7543283,-79.4422593,Starbucks,Coffee Shop,43.755653123519615,-79.43987338134932
M3H,43.7543283,-79.4422593,Tim Hortons,Coffee Shop,43.75476686520758,-79.44325044751167
M3H,43.7543283,-79.4422593,Wakame Sushi,Sushi Restaurant,43.755382185036986,-79.44094461257187
M3H,43.7543283,-79.4422593,Dairy Queen,Fast Food Restaurant,43.75567964325238,-79.44016579234159
M3H,43.7543283,-79.4422593,Wimpy's Diner,Diner,43.75620987159905,-79.43929448082638
M3H,43.7543283,-79.4422593,TD Canada Trust,Bank,43.7562323,-79.4390254
M3H,43.7543283,-79.4422593,Pizza Pizza,Pizza Place,43.75531145041057,-79.44112566629565
M3H,43.7543283,-79.4422593,Popeyes,Fried Chicken Joint,43.754671343663034,-79.44274006861691
M3H,43.7543283,-79.4422593,Subway,Sandwich Place,43.75572798067668,-79.43988217796945
M3H,43.7543283,-79.4422593,Shoppers Drug Mart,Pharmacy,43.756204016589244,-79.43958897502529
M3H,43.7543283,-79.4422593,Yogurty's,Frozen Yogurt Shop,43.756190568366485,-79.43941837290544
M3H,43.7543283,-79.4422593,Sheppard Plaza,Shopping Mall,43.75569512647938,-79.43961347354475
M3H,43.7543283,-79.4422593,Orly Restaurant & Grill,Middle Eastern Restaurant,43.754493246006334,-79.44350727697311
M3H,43.7543283,-79.4422593,Metro,Supermarket,43.755791531926526,-79.43980055649448
M3H,43.7543283,-79.4422593,Rogers,Video Store,43.75575664597711,-79.44005186942444
M3J,43.7679803,-79.48726190000002,MUSE Massage Spa,Massage Studio,43.7656861872247,-79.4893183666046
M3J,43.7679803,-79.48726190000002,Tim Hortons,Coffee Shop,43.764289283166015,-79.48879033327103
M3J,43.7679803,-79.48726190000002,Fox & Fiddle,Bar,43.76379461939549,-79.48849672002802
M3J,43.7679803,-79.48726190000002,Party City,Miscellaneous Shop,43.76417373654635,-79.4852503780818
M3K,43.7374732,-79.46476329999999,Toronto Downsview Airport (YZD),Airport,43.738882611749744,-79.47011109314882
M3K,43.7374732,-79.46476329999999,Ttc Bus #120 - Plewes Rd,Bus Stop,43.734898,-79.464221
M3K,43.7374732,-79.46476329999999,Ancaster Park,Park,43.73470570807407,-79.46477740817078
M3L,43.7390146,-79.5069436,TD Canada Trust,Bank,43.740369455302194,-79.51237499713898
M3L,43.7390146,-79.5069436,Win Farm Supermarket,Grocery Store,43.739193173128825,-79.51205313205719
M3L,43.7390146,-79.5069436,Price Chopper,Grocery Store,43.73990841084056,-79.51226143309357
M3L,43.7390146,-79.5069436,jane sheppard mall,Shopping Mall,43.740104399774324,-79.51255243633483
M3L,43.7390146,-79.5069436,Gecko Hospitality,Hotel,43.74266963059613,-79.50395822525024
M3M,43.7284964,-79.49569740000003,Roding Park,Baseball Field,43.728655041194294,-79.49291760986993
M3M,43.7284964,-79.49569740000003,Blue Sail Energy Solutions,Business Service,43.7314450238841,-79.49378728866577
M3M,43.7284964,-79.49569740000003,DryShield Water Solutions Corp,Home Service,43.73093335493166,-79.49898004531859
M3M,43.7284964,-79.49569740000003,Yummy Dogs,Food Truck,43.72651174068901,-79.50127950136176
M3N,43.7616313,-79.52099940000002,No Frills,Grocery Store,43.75926044271617,-79.51892671819911
M3N,43.7616313,-79.52099940000002,LCBO,Liquor Store,43.759256617873106,-79.51945388294175
M3N,43.7616313,-79.52099940000002,Dollarama,Discount Store,43.75931883562195,-79.51843269938222
M3N,43.7616313,-79.52099940000002,Driftwood community centre,Athletics & Sports,43.76567959563023,-79.51970643195256
M3N,43.7616313,-79.52099940000002,Planet Fitness,Gym / Fitness Center,43.757538,-79.51961
M4A,43.7258823,-79.31557159999998,Victoria Village Arena,Hockey Arena,43.72348055545508,-79.31563520925143
